Vermilion County,Illinois,31154,6.9,3.8,14.2,14.2,17.9,17.3,10.8,10.8,1.7,2.5,43111,58935,46.6,IL
Will County,Illinois,230136,2.8,2.2,6,4.8,9.5,14.9,15,22,11.4,11.2,90134,108439,36.7,IL
Williamson County,Illinois,27650,4.5,5.1,10.3,9,14.8,17.1,13.5,16.8,3.4,5.4,58097,75721,29.8,IL
Winnebago County,Illinois,114833,6.8,4.7,9.8,9.5,12.2,18.5,12.9,16.1,6,3.5,59455,73962,31.2,IL
Allen County,Indiana,146280,4.9,3.7,8.3,10.9,16.1,19.9,12.8,14.2,5.1,4.1,56519,76589,30.8,IN
Bartholomew County,Indiana,30383,3.6,3,10.1,6.7,11.5,17.7,18.6,15.6,5.9,7.3,72555,87331,33.5,IN
Boone County,Indiana,26803,5.2,5.2,4.9,6.5,10.2,19,13.3,13,7.2,15.4,70813,126100,30.2,IN
Clark County,Indiana,43704,4.1,2.7,8.8,14.1,13.7,20.4,14.9,13.9,5.3,2.1,59064,73922,26,IN
Delaware County,Indiana,45640,8.6,6.6,11.9,13.3,13.8,18.2,11.2,11.4,2.6,2.4,45065,61483,27.3,IN
Elkhart County,Indiana,68553,7.3,3.9,10.3,9.9,14.2,19.3,12.1,15,4.1,4,54531,72420,48.9,IN
Floyd County,Indiana,28544,5.1,4.7,8,7.9,12.6,21,13.6,14.4,8,4.7,63219,81305,26,IN
Grant County,Indiana,27127,6.4,5.5,12.3,10.5,18.5,18.6,11.1,12,3.1,1.9,47206,60754,36.4,IN
Hamilton County,Indiana,125328,2.8,1.6,3.3,4.3,8.1,15.3,12.2,20.8,13.5,18.3,105062,138826,26.1,IN
Hancock County,Indiana,28985,3.9,1.6,7.4,5.8,14.3,19,13.2,19.9,8.3,6.6,69392,89907,33.2,IN
Hendricks County,Indiana,61105,2.1,1.7,4,6.7,9.8,18,16.5,22.9,10.9,7.4,85381,108107,33.9,IN
Howard County,Indiana,34151,5.6,3,12.2,8.8,15.6,21.7,12.6,13.3,5.1,2,53440,64442,40.8,IN
Johnson County,Indiana,57160,2.7,2,6,7.3,12.1,20.7,12.8,21,9.1,6.2,73651,95661,32,IN
Kosciusko County,Indiana,30991,4.6,3.8,8.6,8.9,12.8,19.9,15.5,16.6,6,3.2,64099,77934,33.6,IN
Lake County,Indiana,190135,7.6,4.2,8.5,10.6,12.5,19.4,10.9,16.2,6,4.3,57081,77171,37.5,IN
LaPorte County,Indiana,43100,4.1,4.8,10.1,13,11.2,20,10.7,17.6,5.1,3.4,56019,73242,38.2,IN
Madison County,Indiana,51164,6,4.2,11.5,8.5,15.2,22.8,13.2,13.8,2.9,2,55142,65461,37.8,IN
Marion County,Indiana,379451,8.5,4.5,10.6,10.5,15.4,18.1,11.9,11.8,4.8,4,50458,71045,36.9,IN
Monroe County,Indiana,54053,9.6,5.3,11.7,7.7,12,17,12.4,13.6,5.1,5.6,52453,73462,29.5,IN
Morgan County,Indiana,25863,5.2,3.1,5.5,9.2,11.7,23.8,11.7,17.5,4.7,7.6,62862,87745,36,IN
Porter County,Indiana,65305,4.3,1.4,7,8.5,11.7,18.1,14.6,20.7,7.1,6.6,72483,92719,28.1,IN
St. Joseph County,Indiana,105250,8.1,4.8,9.7,9.9,13.6,19.6,11.6,14.3,4.6,3.7,53456,74003,34.1,IN
Tippecanoe County,Indiana,73916,9,3.8,13.1,9.6,15.2,17.4,10.6,13.5,3.7,4.1,49352,70167,24.1,IN
Vanderburgh County,Indiana,75522,6,4.5,11.5,11.2,14.8,19.9,13,11.3,3.7,4,51350,72542,33.6,IN
Vigo County,Indiana,42193,9.7,6.4,13.8,8.6,13.1,18.4,11.9,10.8,3.4,3.8,48013,65988,32.9,IN
Wayne County,Indiana,27561,4.9,6.1,13.4,9.8,17.7,21.3,11.4,10.6,2.9,2,47944,61176,28.3,IN
Black Hawk County,Iowa,51869,6.7,3.4,7.5,8.9,14.5,20.6,13.2,14.1,5.2,5.9,60506,83308,35.3,IA
Dallas County,Iowa,36878,1.1,2.2,5,3.7,8.4,17.4,15.6,23.2,10.3,13.1,94885,119627,31.3,IA
Dubuque County,Iowa,38345,6,4.5,7.7,7.9,13.2,19.6,14.6,16.7,4.6,5.3,62178,80313,31.8,IA
Johnson County,Iowa,60782,9,3.2,7.3,10,10.6,15,12.3,16.2,6.4,10.1,66011,99179,28.6,IA
Linn County,Iowa,93843,4.2,4.1,8.8,8.7,12.6,19.9,14.2,16.4,6.4,4.7,63559,80404,29.2,IA
Polk County,Iowa,197731,4,3.1,6.5,9.2,13.3,19.7,13.4,16.7,7.9,6.1,66918,87952,32.3,IA
Pottawattamie County,Iowa,37344,5.2,5,7.9,11.8,12.3,18.8,16.5,14.7,3.9,3.9,60056,72350,31.9,IA
Scott County,Iowa,68534,5.3,4.1,9.2,7.3,12.6,18.3,12.1,17.3,5.9,7.9,65122,90210,30.1,IA
Story County,Iowa,39168,8.6,5.6,7.3,7.9,13.7,17.3,12.3,15.8,6.4,5.2,63107,79726,32.7,IA
Woodbury County,Iowa,39733,5.3,3.6,9.5,10.6,13.6,16.7,16.1,17.3,4.1,3.1,58945,71578,45.9,IA
Butler County,Kansas,25004,4.4,4.9,6.7,9.3,14.5,18.8,14.6,17.8,4.1,5.1,61951,82866,30.9,KS
Douglas County,Kansas,48508,6,3.2,7.7,8.6,14.6,18.6,14.1,14.5,5.2,7.6,64233,84149,26.1,KS
Johnson County,Kansas,231960,1.9,2.3,4.4,5.7,7.7,16.4,16.6,19.6,11.1,14.3,91771,121929,24.7,KS
Leavenworth County,Kansas,27860,6,4.3,4.8,6,9.6,17.5,15.7,21.7,8.8,5.5,77070,89525,33.8,KS
Riley County,Kansas,25662,7,5.4,14.5,8.1,13.8,21.8,9.8,11.9,4.2,3.6,50920,66449,27.4,KS
Sedgwick County,Kansas,199517,5.7,4.5,8.6,9,13.6,19.9,12.2,16.2,5.5,4.7,59716,78411,30.7,KS
Shawnee County,Kansas,73172,5.3,2.6,8.1,10.3,15.7,20.6,13.3,14,5,5.2,59441,78471,33.1,KS
Wyandotte County,Kansas,61248,8.8,6.1,10.8,12.3,15.5,18,12.7,10.7,3.3,1.8,46964,58167,35,KS
Boone County,Kentucky,48770,3.2,2.8,6.4,6.5,11,19.7,12.9,22.4,8.7,6.4,76443,95188,31.1,KY
Bullitt County,Kentucky,30553,3.6,2.2,8.1,8.1,9.9,24.3,17.7,16.4,5.4,4.3,65560,80659,31.6,KY
Campbell County,Kentucky,38110,3.9,6.7,8,8.9,10.3,17.3,14.7,15.8,7.3,7.2,66439,90484,30,KY
Christian County,Kentucky,26209,12,5.8,10.1,9.6,14.4,20.1,13.6,8.2,3.1,3.1,47445,60690,34.2,KY
Daviess County,Kentucky,40800,8,4.4,12.1,10.8,13.5,17.2,15.3,11.6,3.1,4,50964,71078,33.6,KY
Fayette County,Kentucky,131929,6.6,3.7,10.1,8.9,12.5,18.9,12.3,14.2,6.4,6.4,58356,84149,25.7,KY
Hardin County,Kentucky,42644,5.4,2.1,9.8,8.8,17.6,21.3,11.5,16.8,3.2,3.6,57463,72907,29.4,KY
Jefferson County,Kentucky,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,32.1,KY
Kenton County,Kentucky,65362,4.6,4.2,7.2,7.3,14,16.1,13,20,7.9,5.6,68849,89473,29.2,KY
McCracken County,Kentucky,28363,6.8,6.4,13.2,14.8,13,18.9,9,11.9,2.6,3.5,45084,69078,40.2,KY
Madison County,Kentucky,34270,8.7,5.7,13.8,10.7,11.9,17.3,12.1,11.5,4.7,3.5,49421,68898,33,KY
Oldham County,Kentucky,20761,2.6,0.4,7.2,2.4,8.4,15.6,13.8,21.3,11.9,16.4,97968,133900,32.7,KY
Warren County,Kentucky,50489,6.5,4.8,9.2,11.2,14.8,20.6,12.3,13.1,3.6,4,52645,74776,23.8,KY
Ascension Parish,Louisiana,44267,3.8,3.1,6,7.6,9.6,13.2,14.7,19.8,12.7,9.7,85425,105975,54.3,LA
Bossier Parish,Louisiana,49735,6.1,6.2,12.8,9.9,15,16.4,13.3,11.5,4.3,4.5,49962,69729,47.2,LA
Caddo Parish,Louisiana,92589,13.4,6.9,13,9.2,11,15.3,10.1,11.8,4.4,4.7,45537,69968,51.7,LA
Calcasieu Parish,Louisiana,77232,10.3,4.6,12.1,10.2,11.3,15.3,11,14.1,5.8,5.2,51246,76975,50.3,LA
East Baton Rouge Parish,Louisiana,161536,8.7,5.6,9.7,9.6,11.4,16.8,12,12.7,6.4,7.1,56451,82783,40,LA
Iberia Parish,Louisiana,26185,12.1,2.5,15.1,7.7,11.5,19,11.9,15.2,2.9,2,50991,63066,29.4,LA
Jefferson Parish,Louisiana,171991,6.2,4.8,9.9,11.2,12.7,18.7,12,14.7,5.1,4.8,56069,74204,48.3,LA
Lafayette Parish,Louisiana,94490,8.6,4.3,10.6,8.6,11.2,15.1,12.9,14.9,6.4,7.3,60567,83575,34,LA
Lafourche Parish,Louisiana,36759,8.1,3.8,14,8.4,14.5,15.3,15.7,12.6,4.5,3.2,51339,68225,31,LA
Livingston Parish,Louisiana,47014,9.8,2.9,8.1,7.2,11.4,17.2,12.2,23.2,4.8,3.3,62187,76802,36,LA
Orleans Parish,Louisiana,151753,16.5,5.8,11,8.9,10.2,15.1,8.6,10.9,5.3,7.7,45615,77676,41.1,LA
Ouachita Parish,Louisiana,57835,13.8,6.7,11.2,11.8,13.7,16.7,9.9,7.9,4.4,3.8,41137,64077,43.9,LA
Rapides Parish,Louisiana,48975,6.8,5.2,12.6,9,15.8,21.6,9.5,12.7,4.2,2.6,50490,68816,36.2,LA
St. Landry Parish,Louisiana,30441,12.2,7.6,14.5,9,17.9,12.2,13.4,8.6,3.3,1.5,38681,53665,74.1,LA
St. Tammany Parish,Louisiana,94988,4.9,4.3,7.7,8,11.9,17.1,14.7,16.5,6.8,8.1,69076,88518,29.7,LA
Tangipahoa Parish,Louisiana,46526,7.5,8.4,11.6,15.1,8.1,13.3,15.2,11.3,6,3.4,47825,65721,26.9,LA
Terrebonne Parish,Louisiana,40173,10.3,2.8,14.6,10.6,13.1,13.7,10.5,13.3,7,4.1,48446,73594,33.4,LA
Androscoggin County,Maine,45924,3.4,4.5,7.5,9.6,17.1,16.5,15.9,15,7.3,3.2,63813,77447,25.5,ME
Aroostook County,Maine,30197,8.8,9.2,15.3,13.4,12.6,18.8,11.3,5.7,2.2,2.6,38768,52681,31.5,ME
Cumberland County,Maine,124925,4.6,2.5,6.5,8.2,9.9,17.7,13.5,17.5,9,10.7,76059,102890,31.3,ME
Kennebec County,Maine,54480,6.3,5.1,9.5,9.1,15.5,17.5,14.7,14.6,3.5,4.2,55389,73143,29,ME
Penobscot County,Maine,64096,3.7,6,13,10.3,16.5,17,12,13.2,4.6,3.7,50449,69161,30.7,ME
York County,Maine,86227,3.7,2.7,8.6,8.8,12.7,19.2,15.3,17.8,6.1,5.3,66648,83215,32.8,ME
Allegany County,Maryland,26549,8.8,5.8,11.2,11.9,13.2,19.7,14.1,10,3.7,1.7,48867,59856,34.6,MD
Anne Arundel County,Maryland,216200,2.1,1.3,4,4.8,6.6,15.9,14.3,21.2,13.4,16.5,101147,130006,30.4,MD
Baltimore County,Maryland,312466,5.3,2.3,6.1,6.4,10.5,18.2,13.6,18.5,8.7,10.3,77358,104484,36,MD
Calvert County,Maryland,32780,4.6,1.8,2.6,3.7,7.2,9.7,12.6,26,15.5,16.3,112380,126581,34.8,MD
Carroll County,Maryland,60617,1.9,1.7,5.1,5.9,7.8,13.3,12.4,26.6,11.8,13.5,103014,119439,30.4,MD
Cecil County,Maryland,38547,5.9,3.3,8.6,8.6,7.5,15.1,16.9,17.5,10.1,6.5,76441,92059,35.5,MD
Charles County,Maryland,57732,3,1.3,2.4,3.8,8,14.2,13.6,26.2,13.7,13.9,103932,124336,42.5,MD
Frederick County,Maryland,93768,1.8,2.1,3.4,4.8,8.9,13.8,13,25,13.4,13.8,103516,122496,32.2,MD
Harford County,Maryland,96203,3.4,2.2,4.5,4.8,8.8,15.2,14.6,22.4,11.3,12.7,92331,113104,32.8,MD
Howard County,Maryland,115772,3.4,1,4.1,3.5,5.7,10.3,11.7,20.6,13.7,26,121618,155431,27.4,MD
Montgomery County,Maryland,368897,3.4,2.1,4,5.2,6.2,12.2,12.1,18.4,12.5,23.9,110389,150841,30.6,MD
Prince George's County,Maryland,316361,4.2,2,4.6,5.8,9.5,17,15.3,21,10.7,9.9,86290,102569,41.5,MD
St. Mary's County,Maryland,40320,4.8,2,7,3.6,8.7,15.6,14,18.3,14.2,11.8,87947,113054,36.8,MD
Washington County,Maryland,56225,5.1,5.3,10.1,9.2,12.7,17.7,11.9,16,6.8,5.3,59140,78594,30.4,MD
Wicomico County,Maryland,38088,5.1,2.9,11.2,12.1,12.2,18.6,12.6,15.9,4.2,5.1,54402,76908,39.8,MD
Baltimore city,Maryland,242694,12.3,5.4,8.6,10.6,13.1,15.1,10.1,13.5,4.7,6.8,50177,75522,39.4,MD
Barnstable County,Massachusetts,96509,3.1,2.3,5,6,10.6,17.1,13.9,21.6,9.9,10.7,85042,111887,38.2,MA
Berkshire County,Massachusetts,53792,4.4,5.5,10.4,8.8,11.9,19.2,11,14.7,8.2,6,58895,83502,41.4,MA
Bristol County,Massachusetts,220528,6.3,4.7,9.2,7.7,10.5,14.1,12,17.7,9.4,8.3,70402,91524,45.8,MA
Essex County,Massachusetts,297898,4.3,3.8,7.3,6.2,9,14.1,13.7,16.4,10.1,15.1,83810,115702,42.3,MA
Franklin County,Massachusetts,30927,3.3,5.2,11.7,8.9,11.6,21.2,10.8,16.1,6.9,4.3,60018,78555,32.1,MA
Hampden County,Massachusetts,179970,7.1,6.5,9.7,8.8,11.1,16.6,11.2,16.5,6.4,6,60161,81547,41.1,MA
Hampshire County,Massachusetts,60002,5.1,2.8,8.5,6.3,11,16.5,13.9,19,8.9,8,74778,93705,35.6,MA
Middlesex County,Massachusetts,612366,4,2.7,4.6,4.5,7.2,12.5,11.3,19,13,21.3,107056,142727,34,MA
Norfolk County,Massachusetts,269717,4.1,2.7,5.4,4.1,7.5,11.4,11.2,20.5,12.9,20.3,107361,143929,37.7,MA
Plymouth County,Massachusetts,191041,3.7,3.7,5.4,6.1,7.6,14.9,12.9,19.9,11.1,14.6,90880,120462,41,MA
Suffolk County,Massachusetts,309945,9.4,5.4,6.5,5.9,8,13.3,10.5,15.2,10.9,14.9,77558,116061,41.5,MA
Worcester County,Massachusetts,316162,4.8,4.1,6.5,7.4,10,15.1,12.8,18.4,10.4,10.6,78345,101636,35.3,MA
Allegan County,Michigan,43667,4.1,3,8.4,9.2,12.5,20,16.2,19.2,3.9,3.5,66278,78236,37,MI
Bay County,Michigan,44887,7.3,3.7,9.1,12.5,18,15.9,13.3,12.1,4.9,3.2,49610,67223,36.9,MI
Berrien County,Michigan,61809,7.1,3.4,12.2,10.6,16.6,15.4,10.1,14.2,5.8,4.7,50153,76451,36.6,MI
Calhoun County,Michigan,53827,5.7,4.6,10.6,13.5,16.3,16.5,12.4,12.9,3.7,3.8,49055,68474,31.3,MI
Clinton County,Michigan,30070,5.4,1.5,6.3,9.4,12.4,18.4,11.9,17.4,9.8,7.6,69651,90001,30.3,MI
Eaton County,Michigan,44420,2.6,2.8,6.8,8.7,13.9,22.2,14.7,17.7,6.3,4.2,65409,83245,31.2,MI
Genesee County,Michigan,169247,8.6,4.9,9.8,10.9,15.3,19.1,12,11.6,4.2,3.4,50389,67405,37.3,MI
Grand Traverse County,Michigan,37408,2.9,1.4,9.7,9.4,14.1,19.6,16.9,14.2,5,6.9,65266,89263,29.6,MI
Ingham County,Michigan,114534,7.3,4.6,10.4,10.6,13.7,18,11.6,13.8,5.2,4.8,54395,73701,30.8,MI
Isabella County,Michigan,24690,11.5,6.2,12.1,11.9,12.4,17.3,11.7,9.7,4,3.1,45201,62070,32.8,MI
Jackson County,Michigan,61403,7.1,5.4,8.9,10,14.6,16.7,16.6,12,5.2,3.5,55124,72708,31.3,MI
Kalamazoo County,Michigan,103196,7.9,3.8,7,11.1,13.8,18.4,14.6,11.3,6.4,5.8,56441,79173,34.9,MI
Kent County,Michigan,245437,4.3,3.4,8,8.1,13.1,19.3,14.6,17.1,6.1,6.1,66532,87827,30.9,MI
Lapeer County,Michigan,33902,5.4,3,7.9,5.9,14.8,19.2,16,15.9,7.8,4.1,66263,81767,35.3,MI
Lenawee County,Michigan,38499,6.5,2.7,8.4,12.8,16.2,20.4,11.9,13.6,3.8,3.8,53865,69443,34.7,MI
Livingston County,Michigan,73502,1.9,1.7,6.1,6,9.8,17.3,14.4,21.9,10.3,10.4,86512,108976,27.3,MI
Macomb County,Michigan,351666,4.4,3.4,7.9,9.8,12.2,19.4,14.4,17.3,6.5,4.5,64947,80511,31.9,MI
Marquette County,Michigan,27981,4,4.2,9.2,8.8,17.4,23.2,14.6,12.4,2.9,3.2,55148,68330,32.6,MI
Midland County,Michigan,34350,5.4,3.9,6.7,7.4,13.3,17.5,15.8,14.9,7.8,7.3,69872,91373,28.1,MI
Monroe County,Michigan,60875,5.1,3.6,9.5,9.9,10.7,19,13,18.2,6.2,4.6,62839,82402,31.6,MI
Muskegon County,Michigan,66148,5.5,5.3,11.8,11.8,15.2,19.7,14.1,11.1,2.9,2.7,50366,66691,31.7,MI
Oakland County,Michigan,508464,3.8,3.2,6.3,7.1,9.7,15.9,13.8,17.9,9.7,12.7,81190,111724,37.4,MI
Ottawa County,Michigan,105004,3.2,1.9,8.1,6.7,13,20.6,14.9,17.8,8.2,5.5,68817,88831,32.4,MI
Saginaw County,Michigan,79050,6.9,4.5,11.7,12.8,16.1,18,10.9,11.6,4.3,3.3,48303,70446,32.8,MI
St. Clair County,Michigan,63806,4.9,4.5,7.8,11.7,12.8,18.2,13,16.7,6.5,4,59837,76638,33.2,MI
Shiawassee County,Michigan,26830,4.8,4.9,9.3,9.8,15.1,18.9,15.6,14.3,5.5,1.7,55249,70485,34.6,MI
Van Buren County,Michigan,30974,4.9,3,9.5,13.2,12.6,18.4,18.7,13.1,4,2.7,60549,70135,38.3,MI
Washtenaw County,Michigan,141680,5.7,3.9,5.6,7.3,9.2,17.4,13.2,16.7,8.6,12.4,76576,107685,30.4,MI
Wayne County,Michigan,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,38.5,MI
Anoka County,Minnesota,131858,2.3,1.9,5.4,5.5,10.2,17.8,17.1,21.8,10,8.1,83353,101333,28.9,MN
Blue Earth County,Minnesota,26461,7,3.5,8.6,6.9,14.8,18.2,16.7,16.3,5.2,2.8,61133,75171,38.7,MN
Carver County,Minnesota,38860,2.2,2.2,4.2,5.1,8.1,13.5,13,21.5,12.4,17.9,101434,127548,26.1,MN
Crow Wing County,Minnesota,28012,5.7,3.6,9.2,9.5,12.4,22.7,14.2,14.7,4.3,3.8,60534,74086,27.2,MN
Dakota County,Minnesota,162895,3.5,1.9,4.7,6,10.3,15.7,13.6,22.4,10.6,11.5,88864,109318,26.8,MN
Hennepin County,Minnesota,517091,4.4,3.6,5.5,6.5,9.8,15.4,14.4,17.4,10,13.1,82369,112406,27.6,MN
Olmsted County,Minnesota,65635,2.3,2.5,5.7,7.5,11.6,17.7,12.5,19.6,9.7,10.8,80096,106347,31.4,MN
Ramsey County,Minnesota,206124,5.4,3.5,6.9,7.6,13,17.7,12.9,18.2,7.6,7,68871,90789,30.4,MN
Rice County,Minnesota,22861,4.2,4.7,6.1,6,12,17.5,18,17.9,6.7,6.8,72469,94139,29.9,MN
St. Louis County,Minnesota,86448,6.9,4.8,9.5,7.4,12.5,20.3,12.7,17.2,4.6,4.1,60434,74937,34.1,MN
Scott County,Minnesota,51474,1.2,2.1,2.8,5,9.7,13.4,11.2,23.3,13.9,17.4,108761,132258,25.6,MN
Sherburne County,Minnesota,32686,2.4,1.6,4.5,4.4,7.7,18.2,13.3,28.8,8.9,10.1,96210,112341,29.3,MN
Stearns County,Minnesota,59776,3.6,4.1,7.4,9.7,11.5,20.6,15.5,15.6,7.7,4.2,66558,82412,39.4,MN
Washington County,Minnesota,97059,3.1,1.8,4.4,4.4,7.5,14.5,13.9,23.3,12.5,14.6,100596,131166,27.6,MN
Wright County,Minnesota,49443,2.9,2.6,3.5,3.8,9.9,17.1,14.8,25.9,12.5,7.1,91707,104504,30.3,MN
DeSoto County,Mississippi,65220,2.5,2.8,8.3,8.6,13.1,20.2,16,16.6,7.8,4,66078,82611,33.4,MS
Forrest County,Mississippi,27340,9.5,8.7,11.4,15.7,15.9,19,6.5,7.5,2.9,3,39063,57488,28.6,MS
Harrison County,Mississippi,74628,8.4,4.6,13.4,11.1,12.4,18.9,10.7,13.7,3.8,3.1,50119,65457,36.3,MS
Hinds County,Mississippi,88471,9.1,5.7,13.7,9.9,15.5,20.5,9.8,9.6,3.5,2.8,44964,61797,40,MS
Jackson County,Mississippi,56323,3.7,4.6,10,13.5,15.1,16.9,14.1,13.3,4.5,4.1,52476,76123,35.3,MS
Jones County,Mississippi,24178,10.5,5.5,19.6,10.5,11.8,19.4,6.4,10.1,3.2,2.9,37594,60497,34.3,MS
Lauderdale County,Mississippi,29367,12.2,7.9,15.9,12.2,11.3,15.7,9.4,10.8,1.5,3.1,37497,60357,42.6,MS
Lee County,Mississippi,30378,6.2,5.3,11.4,11.2,16.2,16.9,12.6,10,4.3,5.9,49715,74109,40.3,MS
Madison County,Mississippi,40046,3.9,1.5,9.5,9.4,14,15.2,11.9,15.7,10.9,8,68171,96063,32.2,MS
Rankin County,Mississippi,57011,3.3,3.2,9.1,8.3,10.3,22.4,14.6,17,6.7,5,67012,82605,35,MS
Boone County,Missouri,70721,8.4,3.6,9.6,8.7,13.7,16.7,14.1,13.5,5.1,6.6,57013,77332,28.2,MO
Buchanan County,Missouri,33984,7.7,5.8,15,11.2,12.1,18.7,11.8,12,2.5,3.1,46922,62181,34.1,MO
Cape Girardeau County,Missouri,31335,4.9,6.3,10.1,10.4,12.3,19.7,15.1,13.5,3.6,4.3,57908,76207,34,MO
Cass County,Missouri,40544,1.5,5.6,8.8,5.4,11.3,18.2,16.3,19.5,7.6,5.7,72819,89307,31.5,MO
Christian County,Missouri,33227,4.4,6.4,8.1,10.1,11.8,18.3,15.2,15,5.7,5.1,62765,78788,37.6,MO
Clay County,Missouri,93066,3.2,2.2,7,8.2,14.6,18.6,14,20.3,7.5,4.5,70253,85262,31.5,MO
Cole County,Missouri,31437,7.3,4.1,7.8,6.4,12.6,23.1,14.6,17.6,2.8,3.6,61371,76584,30.6,MO
Franklin County,Missouri,42161,3.4,4.2,6.7,10.3,16.2,18.4,18.8,14.5,4.5,3.1,60953,74262,30.5,MO
Greene County,Missouri,133900,9.2,3.9,14.2,12.4,15,18.8,10.5,10.3,3.3,2.4,43752,63870,23.4,MO
Jackson County,Missouri,292571,7.3,3.9,10.2,8.8,13,18.7,12.8,15,5.7,4.5,57936,75915,33.9,MO
Jasper County,Missouri,45019,7.9,7.4,11.1,13.3,14.6,21.3,9.9,9.1,3,2.5,45010,60613,28.3,MO
Jefferson County,Missouri,83841,3.4,2.2,8.2,9.7,12.4,19.1,17.3,16.9,7.5,3.3,69009,79374,30.4,MO
Platte County,Missouri,40332,2.1,2.6,4.7,9.1,13,14.8,13.1,20.6,10,9.9,81712,100478,28,MO
St. Charles County,Missouri,150668,2.1,1.7,4.6,4.8,11.1,16,16.1,23.2,9.8,10.6,89146,106947,26.4,MO
St. Francois County,Missouri,24021,6.6,7.3,12.3,11.9,18.1,18.1,12.9,8.8,2.2,1.9,42390,59361,31.2,MO
St. Louis County,Missouri,410842,5,2.8,7.7,7.8,11.9,17.7,12.6,16.1,7.8,10.6,70022,103189,28.8,MO
St. Louis city,Missouri,146779,11.7,7.8,9.5,10.3,12.9,18.8,10.7,9.7,4.7,3.9,47176,64422,36.6,MO
Cascade County,Montana,32816,6.7,6,12.5,8.2,15,20.2,14,11.8,2.7,2.8,51227,64362,30.4,MT
Flathead County,Montana,40681,3.2,4.5,6.1,9.8,17,20.7,14.9,13.8,7.2,2.8,62588,78594,29.2,MT
Gallatin County,Montana,46990,4.1,3.6,7.1,8.2,9.4,17.2,15.8,20.9,6.7,7,75418,97931,35.2,MT
Lewis and Clark County,Montana,27405,3.8,4.4,12,7.5,13.1,14.8,14.4,17.9,6,6.3,67616,88558,26.2,MT
Missoula County,Montana,50853,4.7,5.6,9,7.5,16,20.3,13.7,12.4,5.7,5.2,57347,78557,33.8,MT
Yellowstone County,Montana,69989,4.1,3.4,12.4,7.5,12.8,19.9,11.8,14.5,7.2,6.3,61186,88264,29.1,MT
Douglas County,Nebraska,222819,5.3,3.3,7.7,8,11.9,19,14.4,16.8,6.8,6.9,67133,89637,29.4,NE
Lancaster County,Nebraska,128385,5.1,3.4,7.8,9.6,13.7,20.8,12.4,14.5,6.1,6.5,61175,84839,35.7,NE
Sarpy County,Nebraska,68947,2.3,2.8,5.8,4.9,9.9,16.3,17.7,22.8,9.4,8,83720,100778,29.8,NE
Clark County,Nevada,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,39.6,NV
Washoe County,Nevada,191091,4.2,3.7,8.2,6.8,11,17.7,14.8,18.8,7,7.8,71881,97948,33.8,NV
Cheshire County,New Hampshire,29698,4.9,2.7,7.1,7.8,15.6,18.2,16,18.7,3.6,5.4,66088,80523,30.1,NH
Grafton County,New Hampshire,35780,6,5.8,7.7,9.1,13.9,17.4,11.3,15,4,9.9,60588,89633,31.3,NH
Hillsborough County,New Hampshire,162588,3.4,3.1,5.1,6.7,10,16.4,12.6,21,10.8,10.9,83626,104958,30,NH
Merrimack County,New Hampshire,60017,3,4.6,6.5,7.6,11.4,16.1,16.1,18,9.2,7.4,76218,93295,30.5,NH
Rockingham County,New Hampshire,124212,3.2,1.4,5.6,4.5,9.8,16.1,13.5,19.5,12,14.5,91249,122403,31.2,NH
Strafford County,New Hampshire,50584,4.1,2.9,6.3,7.8,9.6,20.8,12.9,19.4,9.4,6.8,71765,91811,35.8,NH
Atlantic County,New Jersey,101975,6.5,3.7,8.9,8.2,13,16.8,12,16.2,7.5,7.2,63389,93192,37,NJ
Bergen County,New Jersey,343733,3.4,1.9,4.5,4.6,8.1,12,11.4,19.5,12.7,21.8,108827,147611,42,NJ
Burlington County,New Jersey,170074,2.5,1.5,5.6,5.6,9.3,17,14.8,19.7,11.3,12.9,88797,114940,35.3,NJ
Camden County,New Jersey,187780,6.2,3.4,7.5,7.6,9.8,16.5,11.8,18.6,8.4,10.1,73672,100804,36.2,NJ
Cape May County,New Jersey,40939,4.2,3.3,6.8,8.6,13.2,16.2,12.1,16.6,8.5,10.5,69980,98993,37.4,NJ
Cumberland County,New Jersey,51360,7.5,4.9,9.4,9.2,10.6,21.9,10.8,16.8,4.5,4.3,54587,82821,39.2,NJ
Essex County,New Jersey,295976,8.4,4.3,7.8,8.3,10.3,16.4,10.6,13.5,7.3,13,64626,106759,42.3,NJ
Gloucester County,New Jersey,106705,3.8,2.6,6.5,7.1,8,14.7,14,19.8,11.7,11.8,89447,107975,33.2,NJ
Hudson County,New Jersey,266664,6.2,4.7,7.3,6.2,9.4,14.5,12.1,16.7,8.8,14.1,78808,110580,36.5,NJ
Hunterdon County,New Jersey,47901,1.8,1.4,3.5,6.2,5.7,13.3,10.8,19.7,13.3,24.2,116155,154256,31,NJ
Mercer County,New Jersey,130851,8.2,3.6,6,6.7,7.8,15.3,11.4,17.2,9,14.9,79492,115317,37.9,NJ
Middlesex County,New Jersey,285906,4.2,2.4,5.5,5.2,9,13.7,12.8,19.9,12.1,15.2,93418,117164,36.8,NJ
