"zip"|"type"|"state"|"county"|"country"|"latitude"|"longitude"|"irs_estimated_population"
"15131"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.34"|"-79.8"|"7280"
"15132"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.33"|"-79.83"|"14700"
"15133"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.33"|"-79.86"|"5460"
"15134"|"PO BOX"|"PA"|"Allegheny County"|"US"|"40.33"|"-79.83"|"237"
"15135"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.31"|"-79.81"|"4510"
"15136"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.47"|"-80.1"|"20030"
"15137"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.37"|"-79.8"|"8540"
"15139"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.52"|"-79.84"|"6080"
"15140"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.41"|"-79.78"|"2360"
"15142"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.38"|"-80.12"|"1860"
"15143"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.57"|"-80.15"|"21220"
"15144"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.55"|"-79.78"|"3580"
"15145"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.42"|"-79.82"|"5720"
"15146"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.42"|"-79.76"|"25680"
"15147"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.5"|"-79.84"|"13980"
"15148"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.39"|"-79.81"|"1860"
"15201"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.47"|"-79.95"|"10560"
"15202"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.51"|"-80.07"|"17220"
"15203"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"6410"
"15204"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.46"|"-80.06"|"6820"
"15205"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.44"|"-80.1"|"20320"
"15206"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.47"|"-79.91"|"22090"
"15207"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.4"|"-79.93"|"8780"
"15208"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.45"|"-79.9"|"7770"
"15209"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.5"|"-79.97"|"10970"
"15210"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.41"|"-79.98"|"20140"
"15211"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.43"|"-80.02"|"8560"
"15212"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.46"|"-79.99"|"21660"
"15213"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.44"|"-79.96"|"7230"
"15214"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.49"|"-80.01"|"12010"
"15215"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.5"|"-79.91"|"11150"
"15216"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.4"|"-80.03"|"19990"
"15217"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.92"|"21290"
"15218"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.42"|"-79.89"|"11670"
"15219"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.44"|"-79.98"|"7480"
"15220"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.42"|"-80.05"|"16460"
"15221"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.44"|"-79.86"|"23860"
"15222"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.45"|"-79.99"|"3610"
"15223"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.51"|"-79.95"|"6180"
"15224"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.46"|"-79.94"|"7630"
"15225"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.51"|"-80.11"|"870"
"15226"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.4"|"-80.01"|"11930"
"15227"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.38"|"-79.97"|"26790"
"15228"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.37"|"-80.04"|"17180"
"15229"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.52"|"-80.04"|"13410"
"15230"|"PO BOX"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"676"
"15231"|"PO BOX"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15232"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.45"|"-79.93"|"6760"
"15233"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.46"|"-80.03"|"2120"
"15234"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.37"|"-80.02"|"12670"
"15235"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.46"|"-79.82"|"30560"
"15236"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.35"|"-79.98"|"29410"
"15237"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.55"|"-80.04"|"42230"
"15238"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.54"|"-79.88"|"12850"
"15239"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.48"|"-79.74"|"20120"
"15240"|"PO BOX"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15241"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.33"|"-80.08"|"22040"
"15242"|"PO BOX"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"61"
"15243"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.38"|"-80.07"|"13340"
"15244"|"PO BOX"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"69"
"15250"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15251"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15252"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15253"|"PO BOX"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15254"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15255"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15257"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15258"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"45"
"15259"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15260"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.44"|"-79.95"|"29"
"15261"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15262"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15263"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.44"|"-79.98"|"0"
"15264"|"PO BOX"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15265"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15266"|"UNIQUE"|"PA"|""|"US"|"40.44"|"-79.99"|"0"
"15267"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15268"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15270"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15272"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"75"
"15273"|"STANDARD"|"PA"|""|"US"|"40.37"|"-79.9"|"0"
"15274"|"PO BOX"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15275"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"13"
"15276"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15277"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15278"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15279"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15281"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15282"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"16"
"15283"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15285"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.44"|"-79.99"|"0"
"15286"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.97"|"0"
"15288"|"STANDARD"|"PA"|""|"US"|"40.44"|"-79.94"|"0"
"15289"|"UNIQUE"|"PA"|"Allegheny County"|"US"|"40.44"|"-79.94"|"123"
"15290"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.46"|"-80.02"|"0"
"15295"|"STANDARD"|"PA"|"Allegheny County"|"US"|"40.43"|"-79.88"|"0"
"15301"|"STANDARD"|"PA"|"Washington County"|"US"|"40.17"|"-80.24"|"41450"
"15310"|"STANDARD"|"PA"|"Greene County"|"US"|"39.82"|"-80.45"|"210"
"15311"|"STANDARD"|"PA"|"Washington County"|"US"|"40.05"|"-80.2"|"1200"
"15312"|"STANDARD"|"PA"|"Washington County"|"US"|"40.28"|"-80.47"|"3110"
"15313"|"PO BOX"|"PA"|"Washington County"|"US"|"40.07"|"-80.02"|"432"
"15314"|"STANDARD"|"PA"|"Washington County"|"US"|"40.11"|"-80"|"3050"
"15315"|"PO BOX"|"PA"|"Greene County"|"US"|"39.75"|"-79.98"|"672"
"15316"|"STANDARD"|"PA"|"Greene County"|"US"|"39.72"|"-80.25"|"210"
"15317"|"STANDARD"|"PA"|"Washington County"|"US"|"40.26"|"-80.18"|"40290"
"15320"|"STANDARD"|"PA"|"Greene County"|"US"|"39.89"|"-79.97"|"4290"
"15321"|"STANDARD"|"PA"|"Washington County"|"US"|"40.32"|"-80.19"|"1610"
"15322"|"STANDARD"|"PA"|"Greene County"|"US"|"39.97"|"-80.04"|"1690"
"15323"|"STANDARD"|"PA"|"Washington County"|"US"|"40.12"|"-80.41"|"3950"
"15324"|"PO BOX"|"PA"|"Washington County"|"US"|"40.1"|"-80.07"|"619"
"15325"|"PO BOX"|"PA"|"Greene County"|"US"|"39.95"|"-79.96"|"468"
"15327"|"STANDARD"|"PA"|"Greene County"|"US"|"39.75"|"-79.99"|"1100"
"15329"|"STANDARD"|"PA"|"Washington County"|"US"|"40.02"|"-80.25"|"1330"
"15330"|"STANDARD"|"PA"|"Washington County"|"US"|"40.18"|"-80.13"|"5070"
"15331"|"PO BOX"|"PA"|"Washington County"|"US"|"40.1"|"-80.02"|"968"
"15332"|"STANDARD"|"PA"|"Washington County"|"US"|"40.25"|"-80"|"7490"
"15333"|"STANDARD"|"PA"|"Washington County"|"US"|"40.02"|"-80.03"|"1720"
"15334"|"STANDARD"|"PA"|"Greene County"|"US"|"39.81"|"-79.97"|"186"
"15336"|"PO BOX"|"PA"|"Washington County"|"US"|"40.26"|"-80"|"116"
"15337"|"STANDARD"|"PA"|"Greene County"|"US"|"39.95"|"-80.38"|"530"
"15338"|"STANDARD"|"PA"|"Greene County"|"US"|"39.78"|"-79.99"|"1320"
"15339"|"PO BOX"|"PA"|"Washington County"|"US"|"40.32"|"-80.21"|"267"
"15340"|"STANDARD"|"PA"|"Washington County"|"US"|"40.3"|"-80.32"|"1280"
"15341"|"STANDARD"|"PA"|"Greene County"|"US"|"39.84"|"-80.34"|"630"
"15342"|"STANDARD"|"PA"|"Washington County"|"US"|"40.25"|"-80.21"|"4650"
"15344"|"STANDARD"|"PA"|"Greene County"|"US"|"39.93"|"-80.05"|"1410"
"15345"|"STANDARD"|"PA"|"Washington County"|"US"|"40.01"|"-80.11"|"1310"
"15346"|"PO BOX"|"PA"|"Greene County"|"US"|"39.94"|"-80.08"|"644"
"15347"|"PO BOX"|"PA"|"Washington County"|"US"|"40.22"|"-80.22"|"785"
"15348"|"PO BOX"|"PA"|"Washington County"|"US"|"39.99"|"-80"|"336"
"15349"|"STANDARD"|"PA"|"Greene County"|"US"|"39.75"|"-80.11"|"1440"
"15350"|"PO BOX"|"PA"|"Washington County"|"US"|"40.29"|"-80.2"|"663"
"15351"|"PO BOX"|"PA"|"Greene County"|"US"|"39.88"|"-79.92"|"736"
"15352"|"STANDARD"|"PA"|"Greene County"|"US"|"39.75"|"-80.45"|"660"
"15353"|"PO BOX"|"PA"|"Greene County"|"US"|"39.96"|"-80.31"|"104"
"15357"|"STANDARD"|"PA"|"Greene County"|"US"|"39.94"|"-79.99"|"1460"
"15358"|"PO BOX"|"PA"|"Washington County"|"US"|"40.06"|"-80"|"812"
"15359"|"STANDARD"|"PA"|"Greene County"|"US"|"39.88"|"-80.28"|"210"
"15360"|"STANDARD"|"PA"|"Washington County"|"US"|"40.08"|"-80.07"|"1730"
"15361"|"PO BOX"|"PA"|"Washington County"|"US"|"40.33"|"-80.26"|"158"
"15362"|"STANDARD"|"PA"|"Greene County"|"US"|"39.78"|"-80.22"|"610"
"15363"|"STANDARD"|"PA"|"Washington County"|"US"|"40.25"|"-80.2"|"720"
"15364"|"STANDARD"|"PA"|"Greene County"|"US"|"39.95"|"-80.3"|"530"
"15365"|"PO BOX"|"PA"|"Washington County"|"US"|"40.17"|"-80.38"|"131"
"15366"|"PO BOX"|"PA"|"Washington County"|"US"|"40.16"|"-79.97"|"191"
"15367"|"STANDARD"|"PA"|"Washington County"|"US"|"40.26"|"-80.05"|"9660"
"15368"|"PO BOX"|"PA"|"Washington County"|"US"|"40.01"|"-79.99"|"546"
"15370"|"STANDARD"|"PA"|"Greene County"|"US"|"39.89"|"-80.18"|"9750"
"15376"|"STANDARD"|"PA"|"Washington County"|"US"|"40.1"|"-80.5"|"1570"
"15377"|"STANDARD"|"PA"|"Washington County"|"US"|"39.99"|"-80.45"|"540"
"15378"|"PO BOX"|"PA"|"Washington County"|"US"|"40.28"|"-80.28"|"126"
"15379"|"PO BOX"|"PA"|"Washington County"|"US"|"40.24"|"-80.43"|"132"
"15380"|"STANDARD"|"PA"|"Greene County"|"US"|"39.88"|"-80.46"|"570"
"15401"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.89"|"-79.72"|"25550"
"15410"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.91"|"-79.9"|"610"
"15411"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.74"|"-79.33"|"510"
"15412"|"PO BOX"|"PA"|"Washington County"|"US"|"40.09"|"-79.85"|"282"
"15413"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.99"|"-79.87"|"390"
"15415"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.94"|"-79.83"|"123"
"15416"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.85"|"-79.68"|"229"
"15417"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.01"|"-79.89"|"6000"
"15419"|"STANDARD"|"PA"|"Washington County"|"US"|"40.05"|"-79.89"|"1590"
"15420"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.96"|"-79.87"|"192"
"15421"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.85"|"-79.6"|"621"
"15422"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.98"|"-79.81"|"186"
"15423"|"STANDARD"|"PA"|"Washington County"|"US"|"40.09"|"-79.93"|"1540"
"15424"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.8"|"-79.35"|"1930"
"15425"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.01"|"-79.58"|"15380"
"15427"|"STANDARD"|"PA"|"Washington County"|"US"|"40.07"|"-79.97"|"880"
"15428"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.08"|"-79.68"|"1580"
"15429"|"PO BOX"|"PA"|"Washington County"|"US"|"40"|"-79.94"|"200"
"15430"|"PO BOX"|"PA"|"Fayette County"|"US"|"40.04"|"-79.65"|"342"
"15431"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.97"|"-79.61"|"3780"
"15432"|"PO BOX"|"PA"|"Washington County"|"US"|"40.11"|"-79.86"|"366"
"15433"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.98"|"-79.96"|"610"
"15434"|"PO BOX"|"PA"|"Washington County"|"US"|"40.08"|"-79.88"|"232"
"15435"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.94"|"-79.85"|"588"
"15436"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.82"|"-79.75"|"2260"
"15437"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.78"|"-79.61"|"2290"
"15438"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.1"|"-79.83"|"1880"
"15439"|"PO BOX"|"PA"|"Monongalia County"|"US"|"39.74"|"-79.81"|"98"
"15440"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.73"|"-79.56"|"280"
"15442"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.01"|"-79.83"|"1910"
"15443"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.92"|"-79.88"|"283"
"15444"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.01"|"-79.91"|"410"
"15445"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.87"|"-79.7"|"2510"
"15446"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.03"|"-79.4"|"430"
"15447"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.94"|"-79.94"|"145"
"15448"|"PO BOX"|"PA"|"Westmoreland County"|"US"|"40.14"|"-79.73"|"179"
"15449"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.96"|"-79.78"|"202"
"15450"|"STANDARD"|"PA"|"Fayette County"|"US"|"40"|"-79.97"|"280"
"15451"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.74"|"-79.84"|"710"
"15454"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.86"|"-79.87"|"210"
"15455"|"PO BOX"|"PA"|"Fayette County"|"US"|"40"|"-79.64"|"301"
"15456"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.92"|"-79.64"|"2120"
"15458"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.88"|"-79.86"|"1870"
"15459"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.73"|"-79.45"|"1230"
"15460"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.81"|"-79.91"|"163"
"15461"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.84"|"-79.9"|"3440"
"15462"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.06"|"-79.38"|"330"
"15463"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.97"|"-79.9"|"433"
"15464"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.96"|"-79.45"|"1240"
"15465"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.94"|"-79.67"|"324"
"15466"|"PO BOX"|"PA"|"Fayette County"|"US"|"40.08"|"-79.89"|"399"
"15467"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.78"|"-79.93"|"164"
"15468"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.95"|"-79.83"|"1920"
"15469"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.01"|"-79.42"|"1790"
"15470"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.87"|"-79.53"|"630"
"15472"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.92"|"-79.72"|"247"
"15473"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.08"|"-79.75"|"3450"
"15474"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.73"|"-79.9"|"1580"
"15475"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.95"|"-79.88"|"1062"
"15476"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.87"|"-79.92"|"207"
"15477"|"PO BOX"|"PA"|"Washington County"|"US"|"40.08"|"-79.86"|"970"
"15478"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.8"|"-79.8"|"5220"
"15479"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.15"|"-79.74"|"1800"
"15480"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.99"|"-79.75"|"1650"
"15482"|"PO BOX"|"PA"|"Fayette County"|"US"|"40.06"|"-79.77"|"571"
"15483"|"PO BOX"|"PA"|"Washington County"|"US"|"40.08"|"-79.85"|"485"
"15484"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.89"|"-79.78"|"295"
"15485"|"PO BOX"|"PA"|"Somerset County"|"US"|"39.81"|"-79.33"|"101"
"15486"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.03"|"-79.66"|"1970"
"15488"|"STANDARD"|"PA"|"Fayette County"|"US"|"39.98"|"-79.77"|"218"
"15489"|"PO BOX"|"PA"|"Fayette County"|"US"|"39.97"|"-79.7"|"376"
"15490"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.07"|"-79.42"|"570"
"15492"|"PO BOX"|"PA"|"Fayette County"|"US"|"40.12"|"-79.76"|"127"
"15501"|"STANDARD"|"PA"|"Somerset County"|"US"|"40"|"-79.07"|"12740"
"15502"|"PO BOX"|"PA"|"Somerset County"|"US"|"40.04"|"-79.24"|"221"
"15510"|"UNIQUE"|"PA"|"Somerset County"|"US"|"39.97"|"-79.04"|"47"
"15520"|"PO BOX"|"PA"|"Somerset County"|"US"|"40.11"|"-79.06"|"263"
"15521"|"STANDARD"|"PA"|"Bedford County"|"US"|"40.19"|"-78.62"|"1560"
"15522"|"STANDARD"|"PA"|"Bedford County"|"US"|"40.01"|"-78.5"|"10310"
"15530"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.92"|"-78.95"|"4520"
"15531"|"STANDARD"|"PA"|"Somerset County"|"US"|"40.16"|"-79.02"|"3140"
"15532"|"PO BOX"|"PA"|"Somerset County"|"US"|"39.76"|"-79.06"|"146"
"15533"|"STANDARD"|"PA"|"Bedford County"|"US"|"39.99"|"-78.24"|"1220"
"15534"|"STANDARD"|"PA"|"Bedford County"|"US"|"39.9"|"-78.69"|"730"
"15535"|"STANDARD"|"PA"|"Bedford County"|"US"|"39.91"|"-78.37"|"1790"
"15536"|"STANDARD"|"PA"|"Fulton County"|"US"|"39.93"|"-78.21"|"380"
"15537"|"STANDARD"|"PA"|"Bedford County"|"US"|"40.01"|"-78.36"|"6770"
"15538"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.89"|"-78.83"|"600"
"15539"|"STANDARD"|"PA"|"Bedford County"|"US"|"40.13"|"-78.59"|"470"
"15540"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.8"|"-79.24"|"280"
"15541"|"STANDARD"|"PA"|"Somerset County"|"US"|"40.04"|"-79"|"3270"
"15542"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.86"|"-79.06"|"1030"
"15544"|"PO BOX"|"PA"|"Somerset County"|"US"|"40.14"|"-79.09"|"244"
"15545"|"STANDARD"|"PA"|"Bedford County"|"US"|"39.82"|"-78.72"|"2270"
"15546"|"STANDARD"|"PA"|"Somerset County"|"US"|"40.14"|"-79.05"|"290"
"15547"|"PO BOX"|"PA"|"Somerset County"|"US"|"40.16"|"-79.06"|"635"
"15548"|"STANDARD"|"PA"|"Somerset County"|"US"|"40.11"|"-78.96"|"30"
"15549"|"PO BOX"|"PA"|"Somerset County"|"US"|"40.04"|"-79.12"|"88"
"15550"|"STANDARD"|"PA"|"Bedford County"|"US"|"40"|"-78.59"|"1440"
"15551"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.87"|"-79.29"|"670"
"15552"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.81"|"-79.02"|"5080"
"15553"|"PO BOX"|"PA"|"Somerset County"|"US"|"39.98"|"-78.77"|"133"
"15554"|"STANDARD"|"PA"|"Bedford County"|"US"|"40.1"|"-78.64"|"2090"
"15555"|"PO BOX"|"PA"|"Somerset County"|"US"|"40.09"|"-79.08"|"78"
"15557"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.91"|"-79.15"|"3280"
"15558"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.75"|"-79.08"|"1660"
"15559"|"STANDARD"|"PA"|"Bedford County"|"US"|"40.04"|"-78.64"|"1700"
"15560"|"PO BOX"|"PA"|"Somerset County"|"US"|"40.02"|"-78.91"|"275"
"15561"|"PO BOX"|"PA"|"Somerset County"|"US"|"40.1"|"-79.09"|"244"
"15562"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.74"|"-79.13"|"300"
"15563"|"STANDARD"|"PA"|"Somerset County"|"US"|"40.1"|"-78.95"|"2530"
"15564"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.73"|"-78.84"|"83"
"15565"|"STANDARD"|"PA"|"Somerset County"|"US"|"39.78"|"-79.01"|"63"
"15601"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.31"|"-79.54"|"49750"
"15605"|"UNIQUE"|"PA"|"Westmoreland County"|"US"|"40.31"|"-79.54"|"0"
"15606"|"UNIQUE"|"PA"|"Westmoreland County"|"US"|"40.31"|"-79.54"|"0"
"15610"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.15"|"-79.42"|"3350"
"15611"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.31"|"-79.65"|"390"
"15612"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.14"|"-79.6"|"360"
"15613"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.58"|"-79.56"|"12270"
"15615"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.36"|"-79.73"|"240"
"15616"|"PO BOX"|"PA"|"Westmoreland County"|"US"|"40.22"|"-79.55"|"198"
"15617"|"PO BOX"|"PA"|"Westmoreland County"|"US"|"40.27"|"-79.66"|"401"
"15618"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.52"|"-79.47"|"2180"
"15619"|"PO BOX"|"PA"|"Westmoreland County"|"US"|"40.34"|"-79.53"|"429"
"15620"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.32"|"-79.34"|"670"
"15621"|"PO BOX"|"PA"|"Westmoreland County"|"US"|"40.21"|"-79.48"|"140"
"15622"|"STANDARD"|"PA"|"Fayette County"|"US"|"40.04"|"-79.32"|"1030"
"15623"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.37"|"-79.62"|"720"
"15624"|"PO BOX"|"PA"|"Westmoreland County"|"US"|"40.36"|"-79.47"|"490"
"15625"|"PO BOX"|"PA"|"Westmoreland County"|"US"|"40.27"|"-79.68"|"208"
"15626"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.41"|"-79.57"|"4790"
"15627"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.33"|"-79.3"|"5600"
"15628"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.11"|"-79.38"|"440"
"15629"|"PO BOX"|"PA"|"Westmoreland County"|"US"|"40.6"|"-79.56"|"624"
"15631"|"PO BOX"|"PA"|"Fayette County"|"US"|"40.09"|"-79.58"|"800"
"15632"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.41"|"-79.62"|"8930"
"15633"|"PO BOX"|"PA"|"Westmoreland County"|"US"|"40.36"|"-79.52"|"276"
"15634"|"STANDARD"|"PA"|"Westmoreland County"|"US"|"40.32"|"-79.6"|"510"
